Number_of_Cards_A,Capacity_B,Flow_Time_E_Low,Flow_Time_E_High
2.0,1.0,0.11000000000000004,0.8600000000000001
2.6206896551724137,1.0,0.153448275862069,0.903448275862069
3.2413793103448274,1.0,0.19689655172413795,0.9468965517241379
3.8620689655172415,1.0,0.24034482758620695,0.990344827586207
4.482758620689655,1.0,0.2837931034482759,1.033793103448276
5.103448275862069,1.0,0.3272413793103448,1.0772413793103448
5.724137931034483,1.0,0.3706896551724139,1.120689655172414
6.344827586206897,1.0,0.4141379310344828,1.1641379310344828
6.9655172413793105,1.0,0.45758620689655183,1.207586206896552
7.586206896551724,1.0,0.5010344827586207,1.2510344827586208
8.206896551724139,1.0,0.5444827586206897,1.2944827586206897
8.827586206896552,1.0,0.5879310344827586,1.3379310344827586
9.448275862068966,1.0,0.6313793103448276,1.3813793103448275
10.068965517241379,1.0,0.6748275862068965,1.4248275862068964
10.689655172413794,1.0,0.7182758620689654,1.4682758620689653
11.310344827586206,1.0,0.7617241379310343,1.5117241379310342
11.931034482758621,1.0,0.8051724137931034,1.5551724137931036
12.551724137931036,1.0,0.8486206896551726,1.5986206896551725
13.172413793103448,1.0,0.8920689655172415,1.6420689655172414
13.793103448275863,1.0,0.9355172413793105,1.6855172413793105
14.413793103448276,1.0,0.9789655172413793,1.7289655172413791
15.03448275862069,1.0,1.0224137931034483,1.7724137931034483
15.655172413793103,1.0,1.0658620689655172,1.8158620689655172
16.275862068965516,1.0,1.109310344827586,1.859310344827586
16.896551724137932,1.0,1.1527586206896554,1.9027586206896554
17.517241379310345,1.0,1.1962068965517243,1.9462068965517243
18.137931034482758,1.0,1.2396551724137932,1.9896551724137932
18.758620689655174,1.0,1.2831034482758625,2.0331034482758623
19.379310344827587,1.0,1.3265517241379314,2.076551724137931
20.0,1.0,1.3700000000000003,2.12
2.0,1.0689655172413792,0.09382877526753873,0.8438287752675387
2.6206896551724137,1.0689655172413792,0.1368489892984543,0.8868489892984543
3.2413793103448274,1.0689655172413792,0.17986920332936984,0.9298692033293698
3.8620689655172415,1.0689655172413792,0.22288941736028545,0.9728894173602854
4.482758620689655,1.0689655172413792,0.26590963139120105,1.015909631391201
5.103448275862069,1.0689655172413792,0.30892984542211654,1.0589298454221165
5.724137931034483,1.0689655172413792,0.35195005945303226,1.1019500594530323
6.344827586206897,1.0689655172413792,0.39497027348394775,1.1449702734839478
6.9655172413793105,1.0689655172413792,0.43799048751486336,1.1879904875148632
7.586206896551724,1.0689655172413792,0.48101070154577885,1.2310107015457787
8.206896551724139,1.0689655172413792,0.5240309155766946,1.2740309155766947
8.827586206896552,1.0689655172413792,0.5670511296076101,1.3170511296076102
9.448275862068966,1.0689655172413792,0.6100713436385258,1.3600713436385257
10.068965517241379,1.0689655172413792,0.6530915576694413,1.4030915576694412
10.689655172413794,1.0689655172413792,0.6961117717003568,1.4461117717003567
11.310344827586206,1.0689655172413792,0.7391319857312723,1.4891319857312721
11.931034482758621,1.0689655172413792,0.782152199762188,1.532152199762188
12.551724137931036,1.0689655172413792,0.8251724137931037,1.5751724137931036
13.172413793103448,1.0689655172413792,0.8681926278240193,1.6181926278240193
13.793103448275863,1.0689655172413792,0.9112128418549349,1.661212841854935
14.413793103448276,1.0689655172413792,0.9542330558858505,1.7042330558858505
15.03448275862069,1.0689655172413792,0.997253269916766,1.747253269916766
15.655172413793103,1.0689655172413792,1.0402734839476815,1.7902734839476815
16.275862068965516,1.0689655172413792,1.083293697978597,1.833293697978597
16.896551724137932,1.0689655172413792,1.1263139120095127,1.8763139120095127
17.517241379310345,1.0689655172413792,1.1693341260404282,1.9193341260404282
18.137931034482758,1.0689655172413792,1.2123543400713437,1.9623543400713437
18.758620689655174,1.0689655172413792,1.2553745541022596,2.00537455410226
19.379310344827587,1.0689655172413792,1.2983947681331751,2.048394768133175
20.0,1.0689655172413792,1.3414149821640906,2.091414982164091
2.0,1.1379310344827587,0.07841854934601668,0.8284185493460167
2.6206896551724137,1.1379310344827587,0.12101070154577884,0.8710107015457789
3.2413793103448274,1.1379310344827587,0.163602853745541,0.913602853745541
3.8620689655172415,1.1379310344827587,0.2061950059453032,0.9561950059453033
4.482758620689655,1.1379310344827587,0.24878715814506547,0.9987871581450655
5.103448275862069,1.1379310344827587,0.29137931034482756,1.0413793103448277
5.724137931034483,1.1379310344827587,0.33397146254458987,1.0839714625445898
6.344827586206897,1.1379310344827587,0.37656361474435196,1.1265636147443518
6.9655172413793105,1.1379310344827587,0.41915576694411416,1.1691557669441142
7.586206896551724,1.1379310344827587,0.4617479191438763,1.2117479191438763
8.206896551724139,1.1379310344827587,0.5043400713436387,1.2543400713436386
8.827586206896552,1.1379310344827587,0.5469322235434008,1.2969322235434007
9.448275862068966,1.1379310344827587,0.589524375743163,1.339524375743163
10.068965517241379,1.1379310344827587,0.632116527942925,1.382116527942925
10.689655172413794,1.1379310344827587,0.6747086801426871,1.4247086801426871
11.310344827586206,1.1379310344827587,0.7173008323424493,1.4673008323424495
11.931034482758621,1.1379310344827587,0.7598929845422117,1.5098929845422115
12.551724137931036,1.1379310344827587,0.802485136741974,1.552485136741974
13.172413793103448,1.1379310344827587,0.8450772889417361,1.5950772889417362
13.793103448275863,1.1379310344827587,0.8876694411414984,1.6376694411414983
14.413793103448276,1.1379310344827587,0.9302615933412605,1.6802615933412604
15.03448275862069,1.1379310344827587,0.9728537455410224,1.7228537455410224
